id,cve,project_name,description,mistakes
458,CVE-2011-3057,chromium,,
459,CVE-2011-3058,chromium,,
350,CVE-2011-2787,chromium,"Failing to lock and unlock the GPU allows for reentrancy issues allowing
remote attackers to execute a denial of service attack, crashing the application
using unspecified vectors.
","This would likely best fit into a design flaw because it was likely an overlooked
edge case of concurrent operation on the GPU. This was likely overlooked by the
code review and QA as a result of a missing vector when looking for potential flaws
"
351,CVE-2011-2788,chromium,,
352,CVE-2011-2789,chromium,,
353,CVE-2011-2790,chromium,,
354,CVE-2011-2791,chromium,,
355,CVE-2011-2792,chromium,,
356,CVE-2011-2793,chromium,,
357,CVE-2011-2794,chromium,,
358,CVE-2011-2795,chromium,,
359,CVE-2011-2796,chromium,,
360,CVE-2011-2797,chromium,,
361,CVE-2011-2798,chromium,,
362,CVE-2011-2799,chromium,,
363,CVE-2011-2800,chromium,,
364,CVE-2011-2801,chromium,,
365,CVE-2011-2802,chromium,,
366,CVE-2011-2803,chromium,,
367,CVE-2011-2804,chromium,,
368,CVE-2011-2805,chromium,,
369,CVE-2011-2806,chromium,,
370,CVE-2011-2818,chromium,,
371,CVE-2011-2819,chromium,,
372,CVE-2011-2821,chromium,"Google was using the libxml2 library for Chrome. The way they were using the
library allowed attackers to cause a double free by entering certain types
of code in a query. A double free can result in memory being changed that
you did not anticipate, which can result in a Denial of Service attack.
Additionally the memory that was freed twice can also cause malloc to get
called on it twice, resulting in a pointer being returned to the same
location in memory for two different malloc calls. This could also allow for
a buffer overflow attack.
","This vulnerability was introduced because of the use of the libxml
library. We all use libraries to make our work easier, but have to
remember that those libraries can introduce as many vulnerabilities
as our own code does.
Looking at the changes to the lxml library this looks to be a coding
mistake where it was assumed some data structures could never be
modified. This turned out to be incorrect.
"
373,CVE-2011-2822,chromium,,
374,CVE-2011-2823,chromium,,
375,CVE-2011-2824,chromium,,
376,CVE-2011-2825,chromium,,
377,CVE-2011-2826,chromium,,
378,CVE-2011-2827,chromium,,
379,CVE-2011-2828,chromium,,
380,CVE-2011-2829,chromium,,
381,CVE-2011-2830,chromium,,
383,CVE-2011-2835,chromium,"The cache has a race condition when being used by the X507 certificate. It was a very difficult problem,
as it would probably need some significant changes to one or more of the already existing APIs in use.
","I believe that the main mistake was improper knowledge of the systems. By using
a raw certificate, it caused race conditions that in the end were easily mitigated.
The use of os specific wrappers around the certificates was not an obvious solution, but
an elegant one. 
"
385,CVE-2011-2837,chromium,"Google Chrome had a Linux specific bug based in compiler options. The compiler
was not configured to use the PIC (Position Independent Code) and PIE
(Position Independent Executable). Since the code wasn't being compiled as 
expected, the attack surface was unpredictable.

The most plausible security attack here could have been related to denial of
service on certain machines due to compilitation related crashes. Because there is
memory positioning involved with the vulnerability, information disclosure could
also be an issue in the case of an overflow.

The chrome team's conversation didn't seem very concerned with the details of
possible attacks here, and the security severity of the bug was low. Security-wise
this seemed like a ""better safe than sorry"" situation.
","This seems to be a vulnerability that was caused by overlooking some of the
finer detail of the compiler configuration. By missing the proper compiler
flags, unpredictable behavior was introduced into the system. The CWE-684 is
simply that Code does not function due to published specifications, which is
a bit vague. The mitigation suggested is also brief: make sure the Code adheres
to the specifications. It appears that the Google team did that once they found
the issue. It's hard to tell if the ultimate cause of the vulnerability was an
outright design mistake or just a coding mistake when creating the configuration
file, but improved communication of the proper settings for specific platforms
would have definitely helped the team.
"
386,CVE-2011-2838,chromium,,
387,CVE-2011-2839,chromium,,
460,CVE-2011-3059,chromium,,
461,CVE-2011-3060,chromium,,
469,CVE-2011-3068,chromium,,
389,CVE-2011-2841,chromium,,
390,CVE-2011-2842,chromium,,
392,CVE-2011-2844,chromium,,
394,CVE-2011-2846,chromium,,
395,CVE-2011-2847,chromium,,
399,CVE-2011-2851,chromium,"Video conversion and transformations were not being properly handled, which
could allow remote attackers to cause a denial of service.

This vulnerability was the result of accessing an array at x-1 when x == 0.
","This was a coding mistake made by overlooking possible bad inputs. When
the main functions of the file were added, the author failed to recognize
that certain inputs could break their code. The fix was implemmented in a
single line which terminated the function if the problem inputs were entered.
"
400,CVE-2011-2852,chromium,,
401,CVE-2011-2853,chromium,,
402,CVE-2011-2854,chromium,,
403,CVE-2011-2855,chromium,,
404,CVE-2011-2856,chromium,,
405,CVE-2011-2857,chromium,,
408,CVE-2011-2860,chromium,,
409,CVE-2011-2861,chromium,,
410,CVE-2011-2862,chromium,,
412,CVE-2011-2874,chromium,,
413,CVE-2011-2875,chromium,,
414,CVE-2011-2876,chromium,,
415,CVE-2011-2877,chromium,,
416,CVE-2011-2878,chromium,,
417,CVE-2011-2879,chromium,,
418,CVE-2011-2880,chromium,,
419,CVE-2011-2881,chromium,,
420,CVE-2011-3015,chromium,,
421,CVE-2011-3016,chromium,,
422,CVE-2011-3017,chromium,,
423,CVE-2011-3018,chromium,,
424,CVE-2011-3019,chromium,,
425,CVE-2011-3020,chromium,,
426,CVE-2011-3021,chromium,,
427,CVE-2011-3022,chromium,"Javascript used by Chrome to translate web pages is downloaded over HTTP. This script is executed in the context of the web page to be translated.
translate/translate_manager.cc in Google Chrome before 17.0.963.56 and 19.x before 19.0.1036.7 uses an HTTP session to exchange data for translation, which allows remote attackers to obtain sensitive information by sniffing the network.","A small coding mistake was made in that a page's url could contain javasript
that could be potentially executed. In general, it is important to sanitize
urls whenever they are being obtained, because regardless of who is providing them,
urls still could contain malicious content.
"
428,CVE-2011-3023,chromium,,
430,CVE-2011-3025,chromium,,
431,CVE-2011-3026,chromium,"When a function is called to expand the size of a PNG (within Google Chrome),
the value associated with the size of the PNG can be as large as requested
(meaning there is no size limitation). The reason it can be so arbitrarily
large is because in the process of inflating a compressed image holds the need
to ""throw away"" chunks of data if (when they are decompressed) have an output
arguement of 0. Due to this vulnerability, malicious users can exploit this
and create a value for the data that when expanded is greater than the type
value (png_size_t) can hold causing an overflow. This obviously leads to
memory allocation issues and heap-buffer-overflow. It is a possible entry
point for malicious attackers to implement a DoS or possibly have unspecified
other impact(s) by tampering with integers via truncation.
",Overlooking input due to face value of the input being an image as opposed to some data that is taken in as strings or characters. It was a fairly complex vulnerability to even catch. but a relatively simple fix.
432,CVE-2011-3027,chromium,,
433,CVE-2011-3031,chromium,,
434,CVE-2011-3032,chromium,,
435,CVE-2011-3033,chromium,,
436,CVE-2011-3034,chromium,,
437,CVE-2011-3035,chromium,,
438,CVE-2011-3036,chromium,,
439,CVE-2011-3037,chromium,,
440,CVE-2011-3038,chromium,,
441,CVE-2011-3039,chromium,,
442,CVE-2011-3040,chromium,,
443,CVE-2011-3041,chromium,,
444,CVE-2011-3042,chromium,,
445,CVE-2011-3043,chromium,,
446,CVE-2011-3044,chromium,,
448,CVE-2011-3046,chromium,,
449,CVE-2011-3047,chromium,,
451,CVE-2011-3050,chromium,,
452,CVE-2011-3051,chromium,,
470,CVE-2011-3069,chromium,,
471,CVE-2011-3070,chromium,,
472,CVE-2011-3071,chromium,,
473,CVE-2011-3072,chromium,,
474,CVE-2011-3073,chromium,,
475,CVE-2011-3074,chromium,,
476,CVE-2011-3075,chromium,,
477,CVE-2011-3076,chromium,,
478,CVE-2011-3077,chromium,,
479,CVE-2011-3078,chromium,,
480,CVE-2011-3079,chromium,"Inter-process Communication implementation does not correctly validate
messages allowing for attack vectors. It is possible to create a fake
listener process that does not have the proper permissions to connect to
a pipe started by the browser's process and cause a privledge escalation.
","The mistake was trusting the pipe of input given to the process. By just
assigning a random id to the process and adding it the system was trusting
it by default. The fix worked by giving it a specific id so that it could
be controlled properly.

It was introduced when child process hosts were refactored through an
interface in content/public rather than inheritance.
"
481,CVE-2011-3080,chromium,,
482,CVE-2011-3081,chromium,,
483,CVE-2011-3083,chromium,"The vulnerability allowed remote attackers to intentionally cause an
application crash by means of a specialized web page.

If an attacker placed an FTP URL in the SRC attribute of an HTML
<video> tag, then a browser crash would inevitably result when a user
visited the web page and loaded the video.

This was caused by a failure to properly create FtpTransaction objects for
media delivered over FTP. The FtpTransaction object handles FTP transactions
between the web page and client. While the majority of non-media content
delivered over FTP used an FtpTransactionFactory object to create
transactions, any media content, like videos, delivered over FTP didn't
use the FtpTransactionFactory, which resulted in a NULL pointer dereference
and a subsequent application crash when used.

While the original reporter only noticed this issue when the FTP URL was
within a <video> tag, the application would have similarly crashed if the user
had placed an FTP URL ending in a media file format (AVI, MP3, etc.) in
Chrome's address bar and hit enter. This was also the case for malformed
FTP URLs with no file extension.
","A simple coding mistake seems to have been the cause of this vulnerability.
Throughout the file, there are many lines of code in which both the main and
media context variables are modified together, one after the other. For example,
the function set_http_transaction_factory was called on both the main and media
context variables. However, it seems that when the developer was writing the
code to call the function set_ftp_transaction_factory, they accidentally forgot
about the media context variable and only set the FTP transaction factory on
the main context variable. This led to no FtpTransaction objects being created
for media over FTP.

This might have been prevented if the developer was more careful when creating
the file, practiced pair programming, or if the code had undergone a more
thorough code review before being released.
"
484,CVE-2011-3084,chromium,,
485,CVE-2011-3085,chromium,,
486,CVE-2011-3086,chromium,,
487,CVE-2011-3087,chromium,,
488,CVE-2011-3088,chromium,,
489,CVE-2011-3089,chromium,,
490,CVE-2011-3090,chromium,,
491,CVE-2011-3091,chromium,,
493,CVE-2011-3093,chromium,,
494,CVE-2011-3094,chromium,"The input validation vulnerability did not properly handle Tibetan text, and thus an
out-of-bounds read could occur during Tibetan handling. If a Tibetan letter was followed
by a Tibetan cantillation sign, a global buffer overflow would be reported.

The vulnerability was located in the method called tibetan_form().

This vulnerability could be exploited by remote attackers, who could execute arbitrary
code on the system and cause a denial of service via the out-of-bounds read through
the use of unspecified vectors. They can accomplish this by persuading a victim to
visit a specially-crafted web site or JavaScript program using Chromium or V8, where
they could exploit the vulnerability to trigger the out-of-bounds read in order to
execute the arbitrary code on the system.
","A mistake that allowed for that out-of-bounds error was that some variable ""c"", which
which represents the Tibetan unicode char hex value that can be used to find the index
with the involvement of some math, was allowed to be either less than or equal to 0x0fc0,
which in turn allowed that out-of-bounds error to occur. It appeared to have been an
oversight in how the boundary cases were addressed and thus limited incorrectly.
"
495,CVE-2011-3095,chromium,,
497,CVE-2011-3097,chromium,,
498,CVE-2011-3098,chromium,,
499,CVE-2011-3099,chromium,,
500,CVE-2011-3100,chromium,,
501,CVE-2011-3101,chromium,,
502,CVE-2011-3102,chromium,,
503,CVE-2011-3103,chromium,,
504,CVE-2011-3104,chromium,,
505,CVE-2011-3105,chromium,,
506,CVE-2011-3106,chromium,,
507,CVE-2011-3107,chromium,,
508,CVE-2011-3108,chromium,,
509,CVE-2011-3109,chromium,,
510,CVE-2011-3110,chromium,,
511,CVE-2011-3111,chromium,,
512,CVE-2011-3112,chromium,,
513,CVE-2011-3113,chromium,,
514,CVE-2011-3114,chromium,,
515,CVE-2011-3115,chromium,,
516,CVE-2011-3234,chromium,,
517,CVE-2011-3389,chromium,,
518,CVE-2011-3640,chromium,,
519,CVE-2011-3873,chromium,,
520,CVE-2011-3875,chromium,,
522,CVE-2011-3877,chromium,,
523,CVE-2011-3878,chromium,,
524,CVE-2011-3879,chromium,,
526,CVE-2011-3881,chromium,,
528,CVE-2011-3883,chromium,,
529,CVE-2011-3884,chromium,"A timing issues in the DOM traversal can cause denial of service attacks and
remote vector issues or possible unknown issuess through a crafted document.

The DOM stands for Document Object Model and is a tree like structure, used to
represent the HTML webpage.

The DOM traversal runs for at most 50ms before pausing to allow the WebkKit 
thread to run. If the frame is removed before the traversal resumes then it
will attempt to access a deleted WebFrame.

The fix is to ensure that the WebDocument is not null.

An interesting note is that these vulnerabilities are in a client side phishing
detection model.
","The developers did not consider all the consequences for adding a time out.
It appears they were attempting to make the process quicker, since they even
reduced the limit one time. 

Managing resources is an important part of security. Since you can not allways be
sure that a resource or object will be available. Check for edge cases and attempt
to prevent the possibility of freed resources being accessed."
530,CVE-2011-3885,chromium,,
531,CVE-2011-3887,chromium,,
532,CVE-2011-3888,chromium,,
533,CVE-2011-3889,chromium,,
534,CVE-2011-3890,chromium,,
535,CVE-2011-3891,chromium,,
536,CVE-2011-3892,chromium,,
537,CVE-2011-3893,chromium,,
538,CVE-2011-3894,chromium,,
539,CVE-2011-3895,chromium,,
540,CVE-2011-3896,chromium,,
541,CVE-2011-3897,chromium,,
543,CVE-2011-3900,chromium,,
544,CVE-2011-3903,chromium,,
545,CVE-2011-3904,chromium,,
546,CVE-2011-3905,chromium,,
547,CVE-2011-3906,chromium,,
548,CVE-2011-3907,chromium,,
549,CVE-2011-3908,chromium,,
550,CVE-2011-3909,chromium,,
551,CVE-2011-3910,chromium,,
552,CVE-2011-3911,chromium,,
553,CVE-2011-3912,chromium,,
554,CVE-2011-3913,chromium,,
555,CVE-2011-3914,chromium,,
556,CVE-2011-3915,chromium,,
557,CVE-2011-3916,chromium,,
558,CVE-2011-3917,chromium,,
559,CVE-2011-3919,chromium,,
560,CVE-2011-3921,chromium,,
561,CVE-2011-3922,chromium,,
562,CVE-2011-3924,chromium,,
564,CVE-2011-3926,chromium,,
565,CVE-2011-3927,chromium,,
566,CVE-2011-3928,chromium,,
567,CVE-2011-3953,chromium,"After a user performed a paste operation, an attacker could use malicious
code on a webpage that could start a loop that would continiuously monitor 
the user's clipboard. This could allow attackers to steal password information 
and other sensitive data from the clipboard
","The primary mistake here was simply an oversight in the implementation of the 
product. None of the developers thought of this attack as a possible issue for 
a few years after it was introduced, and it was therefore not directly mitigated
for quite some time.
The developers did a good job during the design of the product by applying
defense in depth to this area, so that users were at least notified when
something was wrong. They could have possibly gone further than simply
notifying the users, but this was likely a design tradeoff that the
developers knew about going in - allowing sites to remain in infinite
javascript loops in order to prevent a total crash. The mitigation for 
this CWE states that priveleges should be extended only to complete 
the exact task at hand. The fix for this issue does not follow this 
exactly, as access to the clipboard is not terminated directly after 
the paste is complete, it is only terminated if the contents of the 
clipboard are changed. There does not, however, seem to be any direct 
negative security implications to this fix, since the site is still 
restricted to see only the clipboard contents that it already read from 
the paste operation. Still, further thought could be put into this fix 
in order to be sure that the attacker cannot exploit some other method 
of stealing clipboard data using the permissions they are given.
"
568,CVE-2011-3954,chromium,,
569,CVE-2011-3955,chromium,,
571,CVE-2011-3957,chromium,,
572,CVE-2011-3958,chromium,,
576,CVE-2011-3962,chromium,,
577,CVE-2011-3963,chromium,,
579,CVE-2011-3965,chromium,"Google Chrome crashed when the program internally called a function.
This function tries to access data from a NULL variable. This allows remote attackers
to cause a denial of service (application crash).

In general, this is a NULL Pointer Deference problem, that can occur when the
application deferences a pointer expecting it to be a valid, but is NULL.
This causes a program to crash or exit.
","NULL Pointer Dereference is one of the commonly seen vulnerabilities.
It is very important to validate data received from outside the module
before acting upon it. Sanity-checking before using could nearly prevent all
NULL pointer dereference problems. However, it is impossible to sanity-check
all data all the times. Thus, writing some strong unit tests to check such
scenarios whenever possible could go a long way.
"
580,CVE-2011-3966,chromium,,
581,CVE-2011-3967,chromium,,
582,CVE-2011-3968,chromium,,
583,CVE-2011-3969,chromium,,
584,CVE-2011-3970,chromium,,
585,CVE-2011-3971,chromium,,
586,CVE-2011-3972,chromium,,
587,CVE-2011-4691,chromium,,
588,CVE-2011-4692,chromium,,
590,CVE-2012-0724,chromium,,
591,CVE-2012-0725,chromium,,
592,CVE-2012-1521,chromium,,
593,CVE-2012-1845,chromium,,
594,CVE-2012-1846,chromium,,
595,CVE-2012-2764,chromium,,
596,CVE-2012-2807,chromium,,
597,CVE-2012-2815,chromium,,
598,CVE-2012-2816,chromium,,
599,CVE-2012-2817,chromium,,
600,CVE-2012-2818,chromium,,
601,CVE-2012-2819,chromium,,
602,CVE-2012-2820,chromium,,
603,CVE-2012-2821,chromium,,
604,CVE-2012-2822,chromium,,
605,CVE-2012-2823,chromium,,
606,CVE-2012-2824,chromium,,
607,CVE-2012-2825,chromium,,
608,CVE-2012-2826,chromium,,
609,CVE-2012-2827,chromium,,
610,CVE-2012-2828,chromium,,
611,CVE-2012-2829,chromium,,
612,CVE-2012-2830,chromium,,
613,CVE-2012-2831,chromium,,
614,CVE-2012-2832,chromium,,
615,CVE-2012-2833,chromium,,
616,CVE-2012-2834,chromium,,
617,CVE-2012-2842,chromium,,
618,CVE-2012-2843,chromium,,
619,CVE-2012-2844,chromium,,
620,CVE-2012-2846,chromium,,
621,CVE-2012-2847,chromium,,
622,CVE-2012-2848,chromium,,
623,CVE-2012-2849,chromium,,
624,CVE-2012-2850,chromium,,
625,CVE-2012-2851,chromium,,
626,CVE-2012-2852,chromium,,
627,CVE-2012-2853,chromium,,
628,CVE-2012-2854,chromium,,
629,CVE-2012-2855,chromium,,
630,CVE-2012-2856,chromium,,
631,CVE-2012-2857,chromium,,
632,CVE-2012-2858,chromium,,
633,CVE-2012-2859,chromium,,
634,CVE-2012-2860,chromium,,
635,CVE-2012-2862,chromium,,
636,CVE-2012-2863,chromium,,
637,CVE-2012-2865,chromium,,
638,CVE-2012-2866,chromium,,
639,CVE-2012-2867,chromium,,
640,CVE-2012-2868,chromium,,
641,CVE-2012-2869,chromium,,
642,CVE-2012-2870,chromium,,
643,CVE-2012-2871,chromium,,
644,CVE-2012-2872,chromium,,
645,CVE-2012-2874,chromium,,
646,CVE-2012-2875,chromium,,
647,CVE-2012-2876,chromium,,
648,CVE-2012-2877,chromium,,
649,CVE-2012-2878,chromium,,
650,CVE-2012-2879,chromium,,
651,CVE-2012-2880,chromium,,
652,CVE-2012-2881,chromium,,
653,CVE-2012-2882,chromium,,
654,CVE-2012-2883,chromium,,
655,CVE-2012-2884,chromium,,
656,CVE-2012-2885,chromium,,
657,CVE-2012-2886,chromium,,
658,CVE-2012-2887,chromium,,
659,CVE-2012-2888,chromium,,
660,CVE-2012-2889,chromium,,
661,CVE-2012-2890,chromium,,
662,CVE-2012-2891,chromium,,
663,CVE-2012-2892,chromium,,
664,CVE-2012-2893,chromium,,
665,CVE-2012-2894,chromium,,
666,CVE-2012-2895,chromium,,
667,CVE-2012-2896,chromium,,
668,CVE-2012-2897,chromium,,
669,CVE-2012-2898,chromium,,
670,CVE-2012-2899,chromium,,
671,CVE-2012-2900,chromium,,
672,CVE-2012-4903,chromium,,
673,CVE-2012-4904,chromium,,
674,CVE-2012-4905,chromium,,
675,CVE-2012-4906,chromium,,
676,CVE-2012-4907,chromium,,
677,CVE-2012-4908,chromium,,
678,CVE-2012-4909,chromium,,
679,CVE-2012-4929,chromium,,
680,CVE-2012-4930,chromium,,
682,CVE-2012-5109,chromium,,
683,CVE-2012-5110,chromium,,
684,CVE-2012-5111,chromium,,
685,CVE-2012-5112,chromium,,
686,CVE-2012-5115,chromium,,
687,CVE-2012-5116,chromium,,
688,CVE-2012-5117,chromium,,
689,CVE-2012-5118,chromium,,
690,CVE-2012-5119,chromium,,
691,CVE-2012-5120,chromium,,
692,CVE-2012-5121,chromium,,
693,CVE-2012-5122,chromium,,
694,CVE-2012-5123,chromium,,
695,CVE-2012-5124,chromium,,
696,CVE-2012-5125,chromium,,
697,CVE-2012-5126,chromium,,
698,CVE-2012-5127,chromium,,
699,CVE-2012-5128,chromium,,
700,CVE-2012-5130,chromium,,
701,CVE-2012-5131,chromium,,
702,CVE-2012-5132,chromium,,
703,CVE-2012-5133,chromium,,
704,CVE-2012-5134,chromium,,
705,CVE-2012-5135,chromium,,
706,CVE-2012-5136,chromium,,
707,CVE-2012-5137,chromium,,
708,CVE-2012-5138,chromium,,
709,CVE-2012-5139,chromium,,
710,CVE-2012-5140,chromium,,
711,CVE-2012-5141,chromium,,
712,CVE-2012-5142,chromium,,
713,CVE-2012-5143,chromium,,
714,CVE-2012-5144,chromium,,
715,CVE-2012-5145,chromium,,
716,CVE-2012-5146,chromium,,
717,CVE-2012-5147,chromium,,
718,CVE-2012-5148,chromium,,
719,CVE-2012-5149,chromium,Integer overflow in the audio layer of Google Chrome allowed remote attackers to cause a denial of service or possibly have other unspecified impacts via unknown vectors.,
720,CVE-2012-5150,chromium,,
721,CVE-2012-5151,chromium,,
723,CVE-2012-5153,chromium,,
724,CVE-2012-5154,chromium,"An Integer overflow in a web browser could allow attackers to
cause a denial of service attack. It could also allow for other impacts through ""vectors""
related to the allocation of shared memory.
","If the requirements for the use of this buffer were laid out completely, the programmer may have known to check its
size upon the Implementation phase.

This programmer, however, could possibly have just forgotten to check the buffer size, which is a coding mistake.
"
726,CVE-2012-5156,chromium,,
727,CVE-2012-5157,chromium,,
728,CVE-2012-5376,chromium,,
729,CVE-2012-5851,chromium,,
730,CVE-2013-0828,chromium,,
731,CVE-2013-0829,chromium,,
732,CVE-2013-0830,chromium,,
733,CVE-2013-0831,chromium,"Path traversal vulnerability that allows remote attackers to
have an unspecified impact by leveraging access to an extension process.
","In my opinion, it was a coding mistake. The author of the code did not
account for '/.' in file names. So when '/.' was present, the code
returned the unintended filepath.
"
734,CVE-2013-0832,chromium,,
735,CVE-2013-0833,chromium,,
736,CVE-2013-0834,chromium,,
737,CVE-2013-0835,chromium,,
738,CVE-2013-0836,chromium,,
739,CVE-2013-0837,chromium,,
740,CVE-2013-0838,chromium,,
741,CVE-2013-0839,chromium,,
742,CVE-2013-0840,chromium,,
744,CVE-2013-0842,chromium,,
746,CVE-2013-0879,chromium,,
747,CVE-2013-0880,chromium,,
749,CVE-2013-0882,chromium,,
750,CVE-2013-0883,chromium,,
752,CVE-2013-0885,chromium,,
753,CVE-2013-0886,chromium,,
755,CVE-2013-0888,chromium,,
756,CVE-2013-0889,chromium,"Chromium browsers do not properly check that users performed a gesture
required before downloading a file. This made it possible for remote hackers
to run arbitrary code from a crafted file.
","This was a simple mistake where it looks like the developer missed input
validation. The fix was just to add one more check to the input to make
sure that the request to download was one that came from the user and not
remote hackers.
"
757,CVE-2013-0890,chromium,,
759,CVE-2013-0892,chromium,,
760,CVE-2013-0893,chromium,,
761,CVE-2013-0894,chromium,,
762,CVE-2013-0895,chromium,"Google Chrome on Linux and Mac OS X does not properly handle file paths for 
copy operations in the CopyDirectory method. The copy operation does not
properly strip trailing separators when creating its target path, which makes
it possible for a remote attacker to execute arbitrary code through path 
traversal.
","The primary culprit of this vulnerability was the copy/paste styled
implementation of file paths in the first iteration of the CopyDirectory 
method for posix operating systems. There was no input checking on the 
path, it was assumed that no malicious file path would be used. 

It is interesting that there was a gap of about 4 years from the first 
implementation of the CopyDirectory method with the vulnerability to when
the vulnerability was fixed. All the while there were a series of edits
made to the problematic lines of code by Google employees. One of which
addressed that there may be a problem with the path implementation (leading
'/' characters) but it only scratched the surface of the greater problem.

The fix ended up utilized a generic AppendRelativePath function that could
be utilized in all operating systems and worked to both sanitize and validate
the file path inputs before constructing the file path for the CopyDirectory
function.
"
763,CVE-2013-0896,chromium,,
764,CVE-2013-0897,chromium,,
765,CVE-2013-0898,chromium,,
766,CVE-2013-0899,chromium,,
767,CVE-2013-0900,chromium,,
768,CVE-2013-0902,chromium,,
769,CVE-2013-0903,chromium,,
770,CVE-2013-0904,chromium,,
771,CVE-2013-0905,chromium,,
772,CVE-2013-0906,chromium,,
774,CVE-2013-0908,chromium,,
775,CVE-2013-0909,chromium,,
776,CVE-2013-0910,chromium,"Google Chrome previously did not properly manage browser interactions between browsers and
renderers. The issue occurs when plug-ins are loaded or validated/authorized. 
Attackers can use it to bypass access restrictions with blocked plug-ins due to 
the exposed rendering process. The renderer is what loads the plug-ins in the browser, and is
exposed enough to theoretically be compromised. If a renderer is compromised, there are no 
longer any restricitions on the type of plug-ins that are loaded, and an attacker could use this
to load in a nefarious plug-in.

This vulnerability was not a found bug, but more of a security oversight. Someone discovered
a potential vulnerability that could be corrected before it was ever an issue in practice.
","All in all, I don't think that there were that many mistakes that were made that
were avoidable. Someone with more experience with Java and plug-ins noticed a section
of code that could be improved, and google responded accordingly. If any mistakes were
made, it would be in the design phase. It also might be able to be considered a Maintainability
issue, because as technologies evolved, they did not stay upgrade this feature accordingly.

As far as the mitigations go, the only one mentioned on the cwe page is to use an authentication
framework and library. However, this is not entirely relevant because we are not concerned with
user authentication, but authentication of a renderer. This is a more unique problem than one that 
can be solved with a default library. 

The fix looks like a pretty good solution for a problem that is not very common.
"
777,CVE-2013-0911,chromium,,
778,CVE-2013-0912,chromium,,
779,CVE-2013-0916,chromium,,
780,CVE-2013-0917,chromium,,
781,CVE-2013-0918,chromium,,
782,CVE-2013-0919,chromium,,
783,CVE-2013-0920,chromium,,
784,CVE-2013-0921,chromium,,
785,CVE-2013-0922,chromium,,
786,CVE-2013-0923,chromium,,
787,CVE-2013-0924,chromium,,
788,CVE-2013-0925,chromium,"There is a missing check to see if an extension has permission to a tab before
allowing it access to the tab's URL. This has potential to leak the user's
visited tabs to an attacker.
","After searching through this CVE for a long time, I was unable to find the
exact vulnerability. I know it has somewthing to do with not checking for
extension permissions when updating tabs. This could be somewhere in the
following files:
  /chrome/browser/extensions/browser_event_router.cc
  /chrome/browser/extensions/extension_tab_util.cc
Potentially in the TabUpdated or ExtensionActionExecuted functions of
browser_event_router.cc, or the CreateTabValue function in
extension_tab_util.cc.
"
789,CVE-2013-0926,chromium,,
790,CVE-2013-2268,chromium,,
791,CVE-2013-2493,chromium,,
792,CVE-2013-2566,chromium,,
793,CVE-2013-2632,chromium,,
794,CVE-2013-2836,chromium,,
796,CVE-2013-2838,chromium,,
798,CVE-2013-2840,chromium,,
799,CVE-2013-2841,chromium,,
801,CVE-2013-2843,chromium,,
893,CVE-2013-6642,chromium,,
804,CVE-2013-2846,chromium,,
805,CVE-2013-2847,chromium,,
806,CVE-2013-2848,chromium,,
807,CVE-2013-2849,chromium,,
808,CVE-2013-2853,chromium,,
809,CVE-2013-2854,chromium,,
810,CVE-2013-2855,chromium,"The vulnerability was in Google Chrome's Developer Tools API where in Chrome's
inspector, which lets the user view HTML of the page, there was a way for a user
to set up a setter and get access to a object called InjectedScriptHost.

The implementation, which was done in C++, had a class with methods that had
elevated privileges from the common user which could be accessed.  This could
result in a crash at best and an integrity violation at worse.

The way this could be exploited would be if an attacker found out about this
vulnerability and used it to purposely crash the site.  This could prevent
other people from accessing the site, also known as denial of service.
","The vulnerability was an oversight where the programmer intended for
the class to only be used be the inspector itself, but did not think about
the consequences if the user was able to access that object.  Also,
Javascript code was not sanitized against in the console, which made this
vulnerability possible.

Surprisingly, the fix was simply to not use the methods for the object with
elevated privileges unless it was specifically for the inspector.  They did
not get to the root of the problem where the console let the user set up a
setter in Javascript, which made the object vulnerable in the first place.
I believe that sanitizing the console input could improve this fix.
"
811,CVE-2013-2856,chromium,,
812,CVE-2013-2857,chromium,,
814,CVE-2013-2859,chromium,,
815,CVE-2013-2860,chromium,,
816,CVE-2013-2861,chromium,"Part of Chromium's image rendering system allows attackers to cause a memory
reference to already freed memory. This could cause memory corruption and
crashes allowing an attacker to make resources unavailable.
","The mistake appears to be a coding mistake. The original author failed to
check that the view had not already been freed before using.

In the fix process, there appeared to be a lot of miscommunication regarding
how to reproduce the issue and what its impact was. Quite late into the fix
there was still confusion as to how the vulnerability actually impacted the
system.
"
817,CVE-2013-2862,chromium,,
818,CVE-2013-2863,chromium,,
819,CVE-2013-2864,chromium,,
820,CVE-2013-2865,chromium,,
821,CVE-2013-2866,chromium,,
822,CVE-2013-2867,chromium,,
823,CVE-2013-2868,chromium,,
824,CVE-2013-2869,chromium,,
825,CVE-2013-2870,chromium,,
826,CVE-2013-2871,chromium,,
827,CVE-2013-2872,chromium,,
