"id","cve","project_name","description","mistakes","tag_list__id","tag_list__tag"
"","","","","","8","bounty"
"","","","","","94","discover-automated"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","191","subsystem-chromium-webcore"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1350","CVE-2016-5174","chromium","On a browser window, toggle requests go unprocessed which allows attackers (remote sites) to create unsuppressed popups causing a DOS (Denial of Service) by spamming the browser and causing it to crash. Fullscreen mode would also get stuck and you are unable to leave it.","The origin of this vulnerability is the lack of input validation from the remote target site. In certain conditions, the remote site was able to push popups on to the user's browser, and have them open without asking for user's consent. This, lack of input was due to improper handling of a particular use case in that Flash objects were not filtered for popups and therefore they opened forcibly. By doing this, the user is let vulernable to DOS attack (by spamming the host browser) and redirects to malicious sites. This is likely due to missing security requirements of ""Flash"" popup handling or the following of yagni principle. The fix, follows the mitigations by CWE. However, I noticed that the fix is only partial. It has resolved the issue of the fullscreen being stuck but popups remain unhandled, which leads me to believe that proper mitigations were not followed and the fix is not proper.\n","7","lifetime-5y"
"","","","","","8","bounty"
"","","","","","11","cwe-20"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","109","distrust-input"
"","","","","","115","complex-inputs"
"","","","","","117","small-fix"
"","","","","","146","subsystem-chromium-ui"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"1812","CVE-2016-6817","tomcat","The HTTP/2 header parser was found to have entered an infinite loop if a header \nwas larger than the available buffer. This means a denial of service attack is possible.\n","In my opinion, this was a coding mistake. This specific vulnerability is based off an edge-case that, at the time, \ndevelopers did not think would ever occur. The founder of the vulnerability, barney2k7, discovered \nsuch edge case when trying to parse a header of about 30kb. The fix of this vulnerability involves \nincreasing the buffer size if the capacity were to be less than the size of the header. The CWE entry for this \nhas mitigations which the fix follows. The fix checks to make sure if the size is larger than the capacity \nand if it is, increase the capacity. \n","5","lifetime-1y2y"
"","","","","","14","cwe-119"
"","","","","","95","manual"
"","","","","","102","language-java"
"","","","","","105","defense"
"","","","","","456","subsystem-tomcat-catalina"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","481","project-tomcat"
"","","","","","360","refactors"
"1860","CVE-2016-3081","struts","A remote user is able to execute arbitrary code on a targeted system. This is\npossible when Dynamic Method Invocation is enabled and performed through \n""method: prefix"". This provides an attacker the ability to pass a malicious\nexpression into user input to gain access to the system due to the lack of \nsanitization. In this case, dynamic method invocation is when HTTP parameters\nare prefixed with ""method:"". In other words, an attacker can specify what method\nthe system should execute specified in the URL. This vulnerability is classified \nas high severity and can be solved by disabling dynamic method invocation when possible.\n","I think this vulnerability is the result of a design mistake. This vulnerability\noccurs when attackers execute a command that gives them a capability that they \notherwise would not have. An attacker submits a malicious expression to the system,\nand if successful, could execute arbitrary code through dynamic method invocation.\nFor this particular problem, disabling dynamic method invocation will solve the\nproblem. In general, a mitigation is to assume that all input is malicious and use \nan ""accept known good"" input strategy. Reject input that does not conform to specifications,\nor modify it into something that does.\n","7","lifetime-5y"
"","","","","","80","cwe-77"
"","","","","","102","language-java"
"","","","","","105","defense"
"","","","","","109","distrust-input"
"","","","","","508","subsystem-struts-core-src-main-java-com-opensymphony-xwork2-ognl"
"","","","","","342","escaped"
"","","","","","345","vcc"
"","","","","","356","Origin"
"","","","","","523","project-struts"
"1643","CVE-2017-7659","httpd","In HTTPD, an open source web server for Unix-like systems, HTTP/2 requests\ncould be crafted in a way that could cause mod_http2 module to dereference\na NULL pointer and crash the server process. The code causing the\nvulnerability was attempting to dereference the pointer before checking\nit and ensuring it is not NULL, so a request with a NULL pointer crashed the\nprocess. HTTP/2 requests refer to HTTP/2.0 which is a revision of the HTTP\nnetwork protocol.\n","I am sure its not as simple as it seems but I think replacing a module that\nwas being reused could be a mistake. I am sure the development team had\nvalid reasons at the time for doing so but I cant help but wonder why they\nfelt the need to do it. The replaced module did not seem to belong to a\nthird party which meant they had control over it. In the future, to avoid\nthis kind of vulnerability, outside input must always be validated before\ninner components put it to use.\n","4","lifetime-180d1y"
"","","","","","34","cwe-476"
"","","","","","84","cvss-av-n"
"","","","","","85","cvss-ac-l"
"","","","","","86","cvss-au-n"
"","","","","","89","cvss-a-p"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","99","language-c"
"","","","","","105","defense"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","395","subsystem-httpd-http2"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","438","project-httpd"
"1858","CVE-2016-0785","struts","This vulnerability allows remote arbitrary code execution. Apache struts uses\na language called Object-Graph Navigation Language (OGNL). OGNL is an open\nsource expression language that allows for easy manipulation of properties.\nWhen setting default properies for Struts, one property was assigned multiple\ntimes. This forced Apache Struts to perform a double evaluation of the value\nattributes assigned to certain tags. This allowed remote attackers to send\ncrafted attribute data that would be evaluated twice. This allows execution of\narbitrary  code. The code would have the same system privileges as the\ntarget service.\n","There were a few mistakes that led to this vulnerability. The first one was\na simple coding mistake. A line of code was written twice on different\ncommits. When the duplicate line was committed, the author most likely did\nnot see the first line. It could be a copy-and-paste mistake as well. The\nsecond mistake was not sanitizing the attributes associated with the tags.\nThis is a design flaw. The fixes for this vulnerability do not appear to\nhave fixed this error.\n","7","lifetime-5y"
"","","","","","11","cwe-20"
"","","","","","95","manual"
"","","","","","102","language-java"
"","","","","","108","native-wrappers"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","117","small-fix"
"","","","","","117","small-fix"
"","","","","","509","subsystem-struts-resources"
"","","","","","342","escaped"
"","","","","","345","vcc"
"","","","","","356","Origin"
"","","","","","523","project-struts"
"","","","","","359","cooks"
"1179","CVE-2015-6778","chromium","This is a heap-overflow bug in Chromium's PDF reader. There is an image format called JBIG2 (similar to JPEG)\nand PDFs can store internal JBIG2 images. Specially crafted JBIG2 images would cause the image decoder to\nwrite to uninitialized memory.\n","The primary fix for this issue was listed as using C++ std::vector instead of doing manual memory management\nwhich is listed as a common mitigation strategy. I believe this issue was caused by a subtle mistake that anyone\ncould have made, just a simple coding mistake.\n","8","bounty"
"","","","","","9","dependency"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","109","distrust-input"
"","","","","","115","complex-inputs"
"","","","","","117","small-fix"
"","","","","","254","subsystem-chromium-pdfium"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"1847","CVE-2013-4310","struts","Struts 2 controls actions using a special prefix parameter in the body of some\nrequests. This information is then read directly without validation. Providing\nthe correct information for the prefix parameter can lead to bypassing security.\n","Security should have been addressed more in the design of mapping actions,\nspecifically considering cross site scripting vulnerabilities. This may\nhave been caused by a lack of security requirements, or miscommunication,\nsince other parts of struts already had implemented filtering mechanisms.\nTo prevent this from happening again, developers could standardize reviewing\ncode for cross site scripting vulnerabilities, or enforce security reviews \nfor relevant commits.\n","7","lifetime-5y"
"","","","","","17","cwe-264"
"","","","","","94","discover-automated"
"","","","","","102","language-java"
"","","","","","106","least-privilege"
"","","","","","110","obscurity"
"","","","","","116","big-fix"
"","","","","","515","subsystem-struts-mapper"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","356","Origin"
"","","","","","523","project-struts"
"","","","","","359","cooks"
"","","","","","360","refactors"
"1107","CVE-2015-1273","chromium","This vulnerability is caused by incorrect data on an image file, which creates a heap-buffer overflow. A heap buffer overflow is different than a regular buffer\noverflow in that heaps dynamically allocate memory for usage, and the memory contains program data. When the overflow occurs, program critical data is corrupted by \nbeing overwritten; pointers are generally the victim of this. This causes instability, and denial of service by crashing services. \n\nThe subsystem is one called OpenJPG, whose purpose is to interpret and render images. Specifically here, it was for images within a PDF file, used by PDFium. \nPDFium is the Chromium tool for interpreting PDFs. The data read by OpenJPG for interpreting the image was not what the subsystem expected, so when it received improper input, it resulted in a heap buffer overflow.  \n\nThe solution was to upgrade to r3002 of OpenJPEG, which based on intuition and reasoning, added checks for the data to ensure it did not run over. \n","As this CVE is similar to CVE-2016-1645, which I also curated, I found it interesting that one problem could require two different solutions\nin two different, but similar, areas. \n\nThe biggest mistake that lead to this vulnerability was not properly validating inputs, and allowing invalid data to not be dynamically allocated \na larger buffer size to prevent heap-buffer overflows. \n\nThey failed to use unit testing at any phase of early development, except for seeming to add a large unit testing file that included some checks for\nthis vulnerability. There may have been some more in-between, but I was not able to look.\n\nIt seems to be a failure on multiple fronts. The original developer for not writing proper test cases, future developers for not writing them or verifying\nthat the method worked as intended, and looking for ways it could be broken, and the company for not having a proper code review to catch this before it \ncould be exploited. \n","8","bounty"
"","","","","","9","dependency"
"","","","","","9","dependency"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","282","subsystem-chromium-openjpeg"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1339","CVE-2016-5161","chromium","In Google Chrome there was an issue with merging certain CSS styles together.\nTheir old implementation serialized the CSS property value and then reparsed \nit which didn't preserve the name of the custom property. In their test example \nthe CSS that was causing the issue was '--A:var(---B)' and 'float:var(--C)' \nwhen applied to two spans.  When these styles were merged it would create a \ncase where the system could end up reading memory that wasn't allocated which \ncould result in a segmentation fault, which could be a denial of service.\n","It was a design mistake. They failed to consider a certain type of input,\nwhich when entered had the potential to break their system. They should\nhave considered CSS properties with custom values when desiging the\nmerging functionality. They should have had people who are experts in CSS\nlooking over the code to make sure that their implementation conforms to\nthe standards, the stakes are high for a project like this and google\ndefinitely has the resources. They also could have written tests for all\nof the different types of CSS inputs to make sure the merging worked as\nexpected for a variety of inputs.\n","7","lifetime-5y"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","98","contest"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","115","complex-inputs"
"","","","","","124","subsystem-chromium-webkit"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1465","CVE-2017-5100","chromium","Use after free in Chrome Apps.\n","null","26","cwe-416"
"","","","","","100","language-cpp"
"","","","","","117","small-fix"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"898","CVE-2013-6646","chromium","The implementation of a database observer causes Chrome to crash due to an invalid\npointer error when multiple databases are opened in the observer at once due to a\nscript continuously reloading from the multiple shared worker methods (scripts)\ncreated by the multiple databases. Specifically, a variable is being passed into the\nobserver after the worker's thread has already ended. This opens up a User After Free\n(UAF) vulnerability, a type of memory corruption bug that, in this case, opens up the\npossibility for malicious users to cause a denial of service attack by shutting down\nthe worker processes related to the worker methods.\n","Although most crashes can be attributed to questionable coding practices,\nthis one was ultimately caused by what I believe to be a design mistake:\nallowing multiple shared worker events to occur simultaneously without\nunderstanding the potential problems that could present. The fact that not\none, but two issues came up involving UAF vulnerabilities regarding shared\nworkers showed they overlooked elements of their design. This is corroborated\nby the fact that one of the developers didn't realize that the bug was\noccurring at the process exit, causing them to think the priority of the bug\nshould have been lower than it realistically was. There's even a point where\na ""class of worker bugs"" is mentioned, implying it could have been even larger\nthan just these two issues.\nWith that said, the fix does seem to be proper as the developers have fixed\nthe core issue which was understanding when the proper point to kill a \nworker process was.","6","lifetime-2y5y"
"","","","","","8","bounty"
"","","","","","26","cwe-416"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","113","secure-by-default"
"","","","","","117","small-fix"
"","","","","","233","subsystem-chromium-shared_worker"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"384","CVE-2011-2835","chromium","The cache has a race condition when being used by the X507 certificate. It was a very difficult problem,\nas it would probably need some significant changes to one or more of the already existing APIs in use.\n","I believe that the main mistake was improper knowledge of the systems. By using\na raw certificate, it caused race conditions that in the end were easily mitigated.\nThe use of os specific wrappers around the certificates was not an obvious solution, but\nan elegant one. \n","23","cwe-362"
"","","","","","100","language-cpp"
"","","","","","108","native-wrappers"
"","","","","","116","big-fix"
"","","","","","116","big-fix"
"","","","","","117","small-fix"
"","","","","","117","small-fix"
"","","","","","117","small-fix"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1155","CVE-2015-6583","chromium","Google Chrome's browser does not display a location bar for hosted apps that\nnavigate away from an installation site. For example, when you install an app\nfrom Google Chrome's web store, launch the app open in a new window, and the\nlocation bar would disappear. This may make it easier for remote attackers to\nspoof content via a specially crafted app. Therefore, this will allow an\nattacker to perform a phishing attack and steal user's credentials.\n","This vulnerability appears to be introduced due to a coding and design\nmistake. The coding and design mistake made here was the location bar should\nhave been properly handled when navigating away into a new window. Also,\nthere may have been a requirements issue here as well due to the way a\nhosted app was initially defined as a bookmark app. The fix changed how\nthe browser handled the visibility of the location bar and how the hosted\napp was treated in the system. The fix corrects the unexpected behavior of\nthe location bar disappearing and validates the hosted app can be trusted.\n","2","lifetime-3mo"
"","","","","","95","manual"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","116","big-fix"
"","","","","","288","subsystem-chromium-browser-ui-and-extensions"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"351","CVE-2011-2787","chromium","Failing to lock and unlock the GPU allows for reentrancy issues allowing\nremote attackers to execute a denial of service attack, crashing the application\nusing unspecified vectors.\n","This would likely best fit into a design flaw because it was likely an overlooked\nedge case of concurrent operation on the GPU. This was likely overlooked by the\ncode review and QA as a result of a missing vector when looking for potential flaws\n","1","lifetime-30d"
"","","","","","8","bounty"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","117","small-fix"
"","","","","","180","subsystem-chromium-gpu"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1277","CVE-2016-1690","chromium","A user could set an input value (any text box that will utilize the auto fill feature) that could cause the form being viewed to be deleted. This would then cause the data from the autofill to be deleted as well. After all this data has been deleted there could still be process running and trying to use the deleted data from the auto fill which results in a crash.","The design mistake was made by not checking input and trusting that input can be trusted to do what it was meant to do. They also can add a unit test to help make sure that future changes don't cause a similar bug.","8","bounty"
"","","","","","10","omission"
"","","","","","10","omission"
"","","","","","40","cwe-404"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","109","distrust-input"
"","","","","","112","environment"
"","","","","","117","small-fix"
"","","","","","117","small-fix"
"","","","","","117","small-fix"
"","","","","","175","subsystem-chromium-autofill"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"970","CVE-2014-3166","chromium","Provided with this vulnerability, attackers would be able to leverage multiple\ndomains to access sensitive information. Pooling with multiple domains allows\nan attacker to bypass Public Key Pinning (PKP) on sites. By bypassing PKP on\nsites this opens up an information disclosure vulnerability. Examples given \nshow that it was possible for a malicious actor to pretend to be any website \nby exploiting this vulnerability. For example, the reporter provides a \nscreenshot, demonstrating that www.twitter.com was displaying their own\ncontent rather than the real twitter site.\n","The main mistake that lead to this vulnerability appears to be an oversight\nin a check to allow invalid certificates to become pooling candidates. There\nare two levels at which this mistake could have likely taken place. Firstly,\nthere these checks, it seems, had been thought about before, but nonetheless\noverlooked. Poor documentation of risks/requirements at the team management\nlevel could be to blame here. And secondly, at the coding level if the\ndevelopers had had this issue in mind, they would have likely accounted for\nit when it came up, before.\n\nThe fix for this vulnerability follows the CWE potential mitigation. That is\nto say, in separating/centralizing the checks that is separation of\nprivilege. However, this isn’t exactly directly significant to this specific\nvulnerability.\n","5","lifetime-1y2y"
"","","","","","8","bounty"
"","","","","","22","cwe-200"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","113","secure-by-default"
"","","","","","116","big-fix"
"","","","","","123","subsystem-chromium-net"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1855","CVE-2015-1831","struts","The issue with this CVE was the input validation, checking what the user types, in Apache version 2.3.20. Specifically the excludeParams function, when added, overrode patterens in another function called DefaultExcludedPatternsChecker,\nthis allowed attackers to input their own expressions to gain access to excluded classes and package names that could compromise the internal state of the appliction.\n","The problem was caused by poor design mistake. For Example, the choice to have the excludeParams function override those patterens in DefaultExcludedPatternsChecker was what caused the issue. It was most likely missed due to lack of oversight. Code reviews would've helped catch this issue.","4","lifetime-180d1y"
"","","","","","11","cwe-20"
"","","","","","102","language-java"
"","","","","","108","native-wrappers"
"","","","","","109","distrust-input"
"","","","","","510","subsystem-struts-xwork-core"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","523","project-struts"
"","","","","","359","cooks"
"1541","CVE-2004-0493","httpd","A component involved in parsing HTTP headers can be used for a remote denial of\nservice attack by triggering a memory leak by using long header lines with a large\namount of space or tab characters.\n","This is a design mistake, as the developer did not factor in the need to have an HTTP header with certain syntax","5","lifetime-1y2y"
"","","","","","24","cwe-644"
"","","","","","84","cvss-av-n"
"","","","","","85","cvss-ac-l"
"","","","","","86","cvss-au-n"
"","","","","","88","cvss-i-p"
"","","","","","89","cvss-a-p"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","99","language-c"
"","","","","","109","distrust-input"
"","","","","","345","vcc"
"","","","","","438","project-httpd"
"","","","","","359","cooks"
"887","CVE-2013-6635","chromium","This vulenrability is located in the editing implmentation of Blink\n(the underlying web browser engine). During editing it is possible to\nattempt to use a previously freed DOM node and cause a denial of service attack,\nor other impacts using Javascript code that results in the removal of said node\nduring the processing of the Document Object Model tree. The Document Object\nModel is a language and platform independent interface that allows scripts and\nprograms to access and modify the style, content, and structure of a document.\nThe DOM tree is usually created using the HTML tags and their hierarchy in the\ndocument.\n","The main mistake that was made was a coding mistake in the implmentation\nof the web engine (Blink) and it's interaction with Javascript code. The\nauthors of the code base did not ensure the node pointer was correctly\nprotected and removed from reference after it was expected to be freed.\nThe authors of the code mitigated the vulnerability by switching from a\npointer, which does not have automated memory management, to a smart\npointer, which is an abstract data type that acts as a pointer but can\nalso come with automated memory management.\n\nSomeone with more experience may have knew that Javascript code could be\nexecuted between the allocation of the pointer and the freeing of the pointer\nbut the authors implmentated the smart pointer without undue trouble.\n","7","lifetime-5y"
"","","","","","8","bounty"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","231","subsystem-chromium-webcore-renamed-to-core"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"817","CVE-2013-2861","chromium","Part of Chromium's image rendering system allows attackers to cause a memory\nreference to already freed memory. This could cause memory corruption and\ncrashes allowing an attacker to make resources unavailable.\n","The mistake appears to be a coding mistake. The original author failed to\ncheck that the view had not already been freed before using.\n\nIn the fix process, there appeared to be a lot of miscommunication regarding\nhow to reproduce the issue and what its impact was. Quite late into the fix\nthere was still confusion as to how the vulnerability actually impacted the\nsystem.\n","6","lifetime-2y5y"
"","","","","","8","bounty"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","117","small-fix"
"","","","","","222","subsystem-chromium-blink-svg"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","356","Origin"
"","","","","","357","project-chromium"
"386","CVE-2011-2837","chromium","Google Chrome had a Linux specific bug based in compiler options. The compiler\nwas not configured to use the PIC (Position Independent Code) and PIE\n(Position Independent Executable). Since the code wasn't being compiled as \nexpected, the attack surface was unpredictable.\n\nThe most plausible security attack here could have been related to denial of\nservice on certain machines due to compilitation related crashes. Because there is\nmemory positioning involved with the vulnerability, information disclosure could\nalso be an issue in the case of an overflow.\n\nThe chrome team's conversation didn't seem very concerned with the details of\npossible attacks here, and the security severity of the bug was low. Security-wise\nthis seemed like a ""better safe than sorry"" situation.\n","This seems to be a vulnerability that was caused by overlooking some of the\nfiner detail of the compiler configuration. By missing the proper compiler\nflags, unpredictable behavior was introduced into the system. The CWE-684 is\nsimply that Code does not function due to published specifications, which is\na bit vague. The mitigation suggested is also brief: make sure the Code adheres\nto the specifications. It appears that the Google team did that once they found\nthe issue. It's hard to tell if the ultimate cause of the vulnerability was an\noutright design mistake or just a coding mistake when creating the configuration\nfile, but improved communication of the proper settings for specific platforms\nwould have definitely helped the team.\n","1","lifetime-30d"
"","","","","","56","cwe-684"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","115","complex-inputs"
"","","","","","117","small-fix"
"","","","","","183","subsystem-chromium-build"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"1274","CVE-2016-1687","chromium","This vulnerability in Chromium involved the exposure of private \nclasses related to Chrome extensions. This vulnerability can be \nexploited and lead to attackers obtaining sensitive information\nrelated to extensions.\n","This vulnerability seems like an accidental leakage. From the history of the code\nyou can see that the initial code was beleived to be hidden but did not end up so. \nThe fix that solved this mentioned ensuring ""privates are private"" leading me to beleive\nthey initially thought it was private. Possibly a misunderstanding of the technology and how\nto actually hide information from public. The feature originally was used to hide internal state\nof Javascript classes using utils.expose. This ended up having the opposite effect and allowed \nextensions to see private information. \n","6","lifetime-2y5y"
"","","","","","8","bounty"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","101","language-js"
"","","","","","106","least-privilege"
"","","","","","109","distrust-input"
"","","","","","116","big-fix"
"","","","","","304","subsystem-chromium-extensions-renderer"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1840","CVE-2013-1965","struts","The vulnerability was in the XWork core library of Struts 2. OGNL code--an expression \nlanguage which can get and set fields and call methods in Java--could be injected \nas a parameter name.  Although this was partially handled in earlier bug fixes \n(S2-003, S2-005, and S2-009), these fixes did not account for a specific case in \nwhich the parameter name could still be evaluated as OGNL code during a redirect, \na sort of double-evaluation.\n","The problem which caused this vulnerability was one of design. The conclusion \neventually reached was that OGNL evaluation in XWork core simply cannot easily \nbe implemented in a secure manner. After multiple attempts to sanitize input, \nthe solution was to just disable OGNL evaluation by default.\n\nAdditionally, the multiple attempts at fixes show that testing may not have \nbeen thorough enough to push those fixes to production. New edge cases kept \npopping up and requiring small adjustments until this final solution was \nreached.\n","6","lifetime-2y5y"
"","","","","","491","cwe-917"
"","","","","","95","manual"
"","","","","","102","language-java"
"","","","","","105","defense"
"","","","","","109","distrust-input"
"","","","","","113","secure-by-default"
"","","","","","510","subsystem-struts-xwork-core"
"","","","","","342","escaped"
"","","","","","345","vcc"
"","","","","","356","Origin"
"","","","","","523","project-struts"
"","","","","","359","cooks"
"1226","CVE-2016-1639","chromium","Based on the report of CVE-2016-1639, there is a Use after Free vulnerability in the WebRTC Audio Private API implementation in Google Chrome.\n\nUse after Free is a memory problem where the memory is referenced after it is freed. Developers usually face this problem in many application where\nthey have to allocate memory and the previoused memory was freeed. It may cause the program to crash or use unexpected value to perform a certain action. \n\nThe Use after Free vulnerability is dicovered in the file webrtc_audio_private_api.cc with the path browser/extensions/api/webrtc_audio_private/webrtc_audio_private_api.cc\nin the WebRTC API. The vulnerability may cause denial of service or unexpect result by dependent on resource context pointer. \n","The Use after Free is a simple oversight issue when the system has to deal with pointer. However, it seem like the vulnerability is ignore in commit \nf9583f83523a0ad7c2c97300dfe303066bcb1ec0. The system attempted to retrieval the media device ID salt even after resourceContext is no longer available. \nThe design may not work well to lead to this vulnerability. It is important to have a solid design of how to handle memory allocation and free it afterward. ","8","bounty"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","115","complex-inputs"
"","","","","","306","subsystem-chromium-webrtc_audio_private"
"","","","","","343","lacked-test"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1805","CVE-2016-3092","tomcat","The multipart stream area of the system doesn't check the length of a boundary string. This\nmeans that a user can potentially use an extremely long boundary string to cause a denial of\nservice attack.\n","I think this was a coding mistake because, when getting string input, it is good\npractice to check the length of the string to make sure that it won't cause any\nproblems. I think the fix looks proper because it sets the buffer size to the\nboundary length times two if the boundary string is too large. This helps to prevent\nthe DoS vulnerability. I think that another good fix would have been to not\ndirectly append prefixes.\n","102","language-java"
"","","","","","7","lifetime-5y"
"","","","","","11","cwe-20"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","481","project-tomcat"
"911","CVE-2013-6663","chromium","The SVG implementation in Google's web engine *Blink* allows for the use of\nan object after it has been freed from memory. This was caused because\nresizing an SVG image could destroy the renderer which would cause a\n""use after free"", crashing the engine.\n\nThe vulnerability could cause a denial of service but its impact is limited\nbeyond that due to the fact that there was only the resizing of the image\nbetween the free and its use which causes the crash.\n","The coding mistake that occurred was due to the fact that the original author\nof the function did not realize, or forgot, that resizing a container could\ndestroy the renderer and had misplaced his check for it. The same chromium\ndeveloper who originally wrote the method also added the fix and an additional\ntest case.\n\nThe vulnerability was a part of the initial creation of the function and\nthus there could have been a small design mistake which led to it. Being\nmore familiar with the SVG renderer likely could have prevented this mistake\nas it appeared to stem from a misunderstanding about the unintended\nside-effects resizing a container could have.\n\nThe Chromium team uses the Modern Code Review (MCR) process whose\neffectiveness has come under question in recent years. The original author\nof the VCC, pdr, has also only ever had one documented code review and it\nwas not for any code related to this vulnerability. These two factors may\nhave also contributed to the vulnerability going undetected.\n\nSource: http://ieeexplore.ieee.org/document/7781793/\n","5","lifetime-1y2y"
"","","","","","8","bounty"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","215","subsystem-chromium-svg"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"734","CVE-2013-0831","chromium","Path traversal vulnerability that allows remote attackers to\nhave an unspecified impact by leveraging access to an extension process.\n","In my opinion, it was a coding mistake. The author of the code did not\naccount for '/.' in file names. So when '/.' was present, the code\nreturned the unintended filepath.\n","4","lifetime-180d1y"
"","","","","","25","cwe-22"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","207","subsystem-chromium-common-chrome-extensions"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
